state,county,candidate,votes_2016,votes_2020
michigan,missaukee,trump,5386,6648
michigan,monroe,other,3987,1463
michigan,monroe,the dem,26863,32980
michigan,monroe,trump,43261,52722
michigan,montcalm,other,1775,582
michigan,montcalm,the dem,7874,9703
michigan,montcalm,trump,16907,21815
michigan,montmorency,other,224,60
michigan,montmorency,the dem,1287,1628
michigan,montmorency,trump,3498,4171
michigan,muskegon,other,4657,1668
michigan,muskegon,the dem,37304,45643
michigan,muskegon,trump,36127,45133
michigan,newaygo,other,1219,431
michigan,newaygo,the dem,6212,7873
michigan,newaygo,trump,15173,18857
michigan,oakland,other,31162,10232
michigan,oakland,the dem,343070,434148
michigan,oakland,trump,289203,325971
michigan,oceana,other,729,226
michigan,oceana,the dem,3973,4944
michigan,oceana,trump,7228,8892
michigan,ogemaw,other,529,179
michigan,ogemaw,the dem,3030,3475
michigan,ogemaw,trump,6827,8253
michigan,ontonagon,other,184,55
michigan,ontonagon,the dem,1176,1391
michigan,ontonagon,trump,2066,2358
michigan,osceola,other,556,187
michigan,osceola,the dem,2705,3214
michigan,osceola,trump,7336,8928
michigan,oscoda,other,175,66
michigan,oscoda,the dem,1044,1342
michigan,oscoda,trump,2843,3466
michigan,otsego,other,716,235
michigan,otsego,the dem,3556,4743
michigan,otsego,trump,8266,9779
michigan,ottawa,other,9294,3095
michigan,ottawa,the dem,44973,64705
michigan,ottawa,trump,88467,100913
michigan,presque isle,other,330,91
michigan,presque isle,the dem,2400,2911
michigan,presque isle,trump,4488,5342
michigan,roscommon,other,608,182
michigan,roscommon,the dem,4287,5166
michigan,roscommon,trump,8141,9670
michigan,saginaw,other,4334,1474
michigan,saginaw,the dem,44396,51088
michigan,saginaw,trump,45469,50785
michigan,sanilac,other,924,286
michigan,sanilac,the dem,4873,5966
michigan,sanilac,trump,13446,16192
michigan,schoolcraft,other,226,66
michigan,schoolcraft,the dem,1369,1589
michigan,schoolcraft,trump,2556,3090
michigan,shiawassee,other,2265,728
michigan,shiawassee,the dem,12546,15347
michigan,shiawassee,trump,19230,23149
michigan,tuscola,other,1231,437
michigan,tuscola,the dem,7429,8712
michigan,tuscola,trump,17102,20297
michigan,van buren,other,2065,672
michigan,van buren,the dem,13258,16797
michigan,van buren,trump,17890,21590
michigan,washtenaw,other,8880,2903
michigan,washtenaw,the dem,128483,157136
michigan,washtenaw,trump,50631,56241
michigan,wayne,other,29308,10660
michigan,wayne,the dem,519444,597170
michigan,wayne,trump,228993,264553
michigan,wexford,other,843,325
michigan,wexford,the dem,4436,5838
michigan,wexford,trump,10000,12102
minnesota,aitkin,other,581,160
minnesota,aitkin,the dem,3134,3607
minnesota,aitkin,trump,5516,6258
minnesota,anoka,other,16919,5337
minnesota,anoka,the dem,75500,100893
minnesota,anoka,trump,93339,104902
minnesota,becker,other,1134,374
minnesota,becker,the dem,5208,6589
minnesota,becker,trump,10880,12438
minnesota,beltrami,other,2093,575
minnesota,beltrami,the dem,8688,11426
minnesota,beltrami,trump,10783,12188
minnesota,benton,other,1546,598
minnesota,benton,the dem,5640,7280
minnesota,benton,trump,12872,14382
minnesota,big stone,other,226,58
minnesota,big stone,the dem,921,1053
minnesota,big stone,trump,1608,1863
minnesota,blue earth,other,3498,990
minnesota,blue earth,the dem,14428,18330
minnesota,blue earth,trump,15667,16731
minnesota,brown,other,1308,330
minnesota,brown,the dem,3763,4753
minnesota,brown,trump,8708,9552
minnesota,carlton,other,1591,480
minnesota,carlton,the dem,8460,10098
minnesota,carlton,trump,8160,9791
minnesota,carver,other,5132,1578
minnesota,carver,the dem,21508,30774
minnesota,carver,trump,29056,34009
minnesota,cass,other,1068,327
minnesota,cass,the dem,4949,6342
minnesota,cass,trump,9982,11620
minnesota,chippewa,other,480,135
minnesota,chippewa,the dem,1978,2226
minnesota,chippewa,trump,3764,4250
minnesota,chisago,other,2509,848
minnesota,chisago,the dem,9278,11806
minnesota,chisago,trump,18441,21916
minnesota,clay,other,2884,839
minnesota,clay,the dem,12971,16357
minnesota,clay,trump,13543,15043
minnesota,clearwater,other,220,76
minnesota,clearwater,the dem,1100,1260
minnesota,clearwater,trump,2925,3372
minnesota,cook,other,327,107
minnesota,cook,the dem,1912,2496
minnesota,cook,trump,1156,1203
minnesota,cottonwood,other,364,108
minnesota,cottonwood,the dem,1678,1834
minnesota,cottonwood,trump,3679,4165
minnesota,crow wing,other,2573,771
minnesota,crow wing,the dem,10982,13726
minnesota,crow wing,trump,22287,25676
minnesota,dakota,other,21374,6466
minnesota,dakota,the dem,110483,146155
minnesota,dakota,trump,99583,109638
minnesota,dodge,other,1025,325
minnesota,dodge,the dem,3102,4079
minnesota,dodge,trump,6527,7783
minnesota,douglas,other,1592,498
minnesota,douglas,the dem,6227,7868
minnesota,douglas,trump,13966,15799
minnesota,faribault,other,600,192
minnesota,faribault,the dem,2153,2531
minnesota,faribault,trump,4659,5191
minnesota,fillmore,other,912,289
minnesota,fillmore,the dem,3872,4551
minnesota,fillmore,trump,6271,7301
minnesota,freeborn,other,1202,351
minnesota,freeborn,the dem,6041,6889
minnesota,freeborn,trump,8808,9578
minnesota,goodhue,other,2230,778
minnesota,goodhue,the dem,9446,11806
minnesota,goodhue,trump,14041,16052
minnesota,grant,other,305,85
minnesota,grant,the dem,1105,1300
minnesota,grant,trump,2063,2269
minnesota,hennepin,other,58919,17373
minnesota,hennepin,the dem,429288,532623
minnesota,hennepin,trump,191770,205973
minnesota,houston,other,843,253
minnesota,houston,the dem,4145,4853
minnesota,houston,trump,5616,6334
minnesota,hubbard,other,821,301
minnesota,hubbard,the dem,3423,4462
minnesota,hubbard,trump,7261,8202
minnesota,isanti,other,1724,606
minnesota,isanti,the dem,5657,7138
minnesota,isanti,trump,13635,16491
minnesota,itasca,other,1945,536
minnesota,itasca,the dem,9015,10786
minnesota,itasca,trump,12920,15239
minnesota,jackson,other,383,126
minnesota,jackson,the dem,1492,1745
minnesota,jackson,trump,3609,3948
minnesota,kanabec,other,620,190
minnesota,kanabec,the dem,2327,2774
minnesota,kanabec,trump,5230,6278
minnesota,kandiyohi,other,1721,490
minnesota,kandiyohi,the dem,7266,8440
minnesota,kandiyohi,trump,12785,14437
minnesota,kittson,other,213,87
minnesota,kittson,the dem,823,1006
minnesota,kittson,trump,1349,1546
minnesota,koochiching,other,488,132
minnesota,koochiching,the dem,2306,2659
minnesota,koochiching,trump,3569,4131
minnesota,lac qui parle,other,262,66
minnesota,lac qui parle,the dem,1305,1446
minnesota,lac qui parle,trump,2293,2528
minnesota,lake,other,512,162
minnesota,lake,the dem,3077,3647
minnesota,lake,trump,2932,3393
minnesota,lake of the woods,other,149,33
minnesota,lake of the woods,the dem,553,671
minnesota,lake of the woods,trump,1540,1704
minnesota,le sueur,other,1166,371
minnesota,le sueur,the dem,4623,5672
minnesota,le sueur,trump,9182,10775
minnesota,lincoln,other,228,57
minnesota,lincoln,the dem,860,937
minnesota,lincoln,trump,1931,2121
minnesota,lyon,other,1134,280
minnesota,lyon,the dem,3825,4634
minnesota,lyon,trump,7256,7979
minnesota,mahnomen,other,167,50
minnesota,mahnomen,the dem,930,1112
minnesota,mahnomen,trump,991,1142
minnesota,marshall,other,384,97
minnesota,marshall,the dem,1225,1295
minnesota,marshall,trump,3208,3721
minnesota,martin,other,736,224
minnesota,martin,the dem,2733,3305
minnesota,martin,trump,7062,7480
minnesota,mcleod,other,1674,534
minnesota,mcleod,the dem,4978,6413
minnesota,mcleod,trump,12155,13986
minnesota,meeker,other,987,303
minnesota,meeker,the dem,3191,3867
minnesota,meeker,trump,8104,9359
minnesota,mille lacs,other,967,333
minnesota,mille lacs,the dem,3710,4404
minnesota,mille lacs,trump,8340,9952
minnesota,morrison,other,1052,370
minnesota,morrison,the dem,3637,4367
minnesota,morrison,trump,12925,14821
minnesota,mower,other,1455,421
minnesota,mower,the dem,7437,8899
minnesota,mower,trump,8823,10025
minnesota,murray,other,399,84
minnesota,murray,the dem,1295,1449
minnesota,murray,trump,2974,3363
minnesota,nicollet,other,1774,485
minnesota,nicollet,the dem,7886,9622
minnesota,nicollet,trump,8437,9018
minnesota,nobles,other,600,182
minnesota,nobles,the dem,2733,2933
minnesota,nobles,trump,5299,5600
minnesota,norman,other,298,84
minnesota,norman,the dem,1264,1404
minnesota,norman,trump,1699,1953
minnesota,olmsted,other,8193,2202
minnesota,olmsted,the dem,36268,49491
minnesota,olmsted,trump,35668,39692
minnesota,otter tail,other,2221,641
minnesota,otter tail,the dem,9340,11958
minnesota,otter tail,trump,20939,23800
minnesota,pennington,other,568,177
minnesota,pennington,the dem,2147,2568
minnesota,pennington,trump,4000,4532
minnesota,pine,other,1040,326
minnesota,pine,the dem,4580,5419
minnesota,pine,trump,8191,10256
minnesota,pipestone,other,343,81
minnesota,pipestone,the dem,1127,1306
minnesota,pipestone,trump,3338,3553
minnesota,polk,other,1105,290
minnesota,polk,the dem,4712,5439
minnesota,polk,trump,8979,9865
minnesota,pope,other,420,128
minnesota,pope,the dem,2106,2477
minnesota,pope,trump,3793,4417
minnesota,ramsey,other,24511,6981
minnesota,ramsey,the dem,177738,211620
minnesota,ramsey,trump,70894,77376
minnesota,red lake,other,200,51
minnesota,red lake,the dem,540,691
minnesota,red lake,trump,1141,1454
minnesota,redwood,other,587,158
minnesota,redwood,the dem,1887,2355
minnesota,redwood,trump,5137,5771
minnesota,renville,other,599,165
minnesota,renville,the dem,2117,2496
minnesota,renville,trump,4890,5467
minnesota,rice,other,2577,820
minnesota,rice,the dem,14437,17402
minnesota,rice,trump,15429,17464
minnesota,rock,other,375,101
minnesota,rock,the dem,1373,1556
minnesota,rock,trump,3091,3583
minnesota,roseau,other,497,168
minnesota,roseau,the dem,1856,2188
minnesota,roseau,trump,5451,6065
minnesota,scott,other,6579,2053
minnesota,scott,the dem,28502,40040
minnesota,scott,trump,39948,45872
minnesota,sherburne,other,3937,1325
minnesota,sherburne,the dem,13293,18065
minnesota,sherburne,trump,31053,36222
minnesota,sibley,other,627,171
minnesota,sibley,the dem,1954,2417
minnesota,sibley,trump,5193,5864
minnesota,stearns,other,6399,1997
minnesota,stearns,the dem,25576,31879
minnesota,stearns,trump,47617,50959
minnesota,steele,other,1740,555
minnesota,steele,the dem,6241,7917
minnesota,steele,trump,11198,12656
minnesota,stevens,other,483,119
minnesota,stevens,the dem,2116,1922
minnesota,stevens,trump,2799,3044
minnesota,swift,other,345,93
minnesota,swift,the dem,1686,1784
minnesota,swift,trump,2963,3316
minnesota,todd,other,725,218
minnesota,todd,the dem,2783,3286
minnesota,todd,trump,8485,9753
minnesota,traverse,other,119,31
minnesota,traverse,the dem,630,661
minnesota,traverse,trump,1049,1172
minnesota,wabasha,other,977,274
minnesota,wabasha,the dem,3866,4696
minnesota,wabasha,trump,6989,8153
minnesota,wadena,other,413,134
minnesota,wadena,the dem,1684,2023
minnesota,wadena,trump,4837,5520
minnesota,waseca,other,848,269
minnesota,waseca,the dem,2838,3496
minnesota,waseca,trump,5967,6624
minnesota,washington,other,12721,3857
minnesota,washington,the dem,67086,89165
minnesota,washington,trump,64428,73764
minnesota,watonwan,other,416,111
minnesota,watonwan,the dem,1814,1987
minnesota,watonwan,trump,2768,3103
minnesota,wilkin,other,280,76
minnesota,wilkin,the dem,893,1026
minnesota,wilkin,trump,2129,2328
minnesota,winona,other,2586,613
minnesota,winona,the dem,11366,13333
minnesota,winona,trump,12122,13227
minnesota,wright,other,6010,2023
minnesota,wright,the dem,20334,28430
minnesota,wright,trump,43274,51973
minnesota,yellow medicine,other,370,106
minnesota,yellow medicine,the dem,1524,1688
minnesota,yellow medicine,trump,3382,3734
mississippi,adams,other,205,146
mississippi,adams,the dem,7757,7917
mississippi,adams,trump,5874,5696
mississippi,alcorn,other,280,193
mississippi,alcorn,the dem,2684,2782
mississippi,alcorn,trump,11819,12818
mississippi,amite,other,64,73
mississippi,amite,the dem,2697,2620
mississippi,amite,trump,4289,4503
mississippi,attala,other,117,103
mississippi,attala,the dem,3242,3542
mississippi,attala,trump,4897,5178
mississippi,benton,other,43,40
mississippi,benton,the dem,1719,1679
mississippi,benton,trump,2251,2570
mississippi,bolivar,other,188,169
mississippi,bolivar,the dem,9046,8904
mississippi,bolivar,trump,4590,4671
mississippi,calhoun,other,96,63
mississippi,calhoun,the dem,1910,1902
mississippi,calhoun,trump,4390,4625
mississippi,carroll,other,49,48
mississippi,carroll,the dem,1680,1729
mississippi,carroll,trump,3799,3924
mississippi,chickasaw,other,114,156
mississippi,chickasaw,the dem,3649,3810
mississippi,chickasaw,trump,4127,4175
mississippi,choctaw,other,59,37
mississippi,choctaw,the dem,1218,1185
mississippi,choctaw,trump,2788,3001
mississippi,claiborne,other,24,74
mississippi,claiborne,the dem,3708,3772
mississippi,claiborne,trump,540,603
mississippi,clarke,other,69,83
mississippi,clarke,the dem,2585,2838
mississippi,clarke,trump,5137,5417
mississippi,clay,other,131,164
mississippi,clay,the dem,5722,5844
mississippi,clay,trump,4150,4181
mississippi,coahoma,other,108,106
mississippi,coahoma,the dem,6378,6020
mississippi,coahoma,trump,2426,2375
mississippi,copiah,other,138,163
mississippi,copiah,the dem,6741,6470
mississippi,copiah,trump,6103,6250
mississippi,covington,other,100,90
mississippi,covington,the dem,3276,3416
mississippi,covington,trump,5435,5854
mississippi,desoto,other,2015,1397
mississippi,desoto,the dem,20591,28265
mississippi,desoto,trump,43089,46462
mississippi,forrest,other,887,609
mississippi,forrest,the dem,11716,13755
mississippi,forrest,trump,15461,17290
mississippi,franklin,other,67,58
mississippi,franklin,the dem,1502,1480
mississippi,franklin,trump,2721,2923
mississippi,george,other,168,118
mississippi,george,the dem,1027,1218
mississippi,george,trump,8696,9713
mississippi,greene,other,60,52
mississippi,greene,the dem,974,966
mississippi,greene,trump,4335,4794
mississippi,grenada,other,119,96
mississippi,grenada,the dem,4424,4734
mississippi,grenada,trump,5970,6081
mississippi,hancock,other,482,321
mississippi,hancock,the dem,3344,4504
mississippi,hancock,trump,13811,16132
mississippi,harrison,other,1790,1218
mississippi,harrison,the dem,21169,27728
mississippi,harrison,trump,40354,46822
mississippi,hinds,other,1812,1304
mississippi,hinds,the dem,67594,73550
mississippi,hinds,trump,25275,25141
mississippi,holmes,other,78,158
mississippi,holmes,the dem,6689,6588
mississippi,holmes,trump,1309,1369
mississippi,humphreys,other,31,55
mississippi,humphreys,the dem,3071,3016
mississippi,humphreys,trump,1151,1118
mississippi,issaquena,other,6,13
mississippi,issaquena,the dem,395,355
mississippi,issaquena,trump,298,308
mississippi,itawamba,other,150,132
mississippi,itawamba,the dem,1117,1249
mississippi,itawamba,trump,8470,9438
mississippi,jackson,other,1281,873
mississippi,jackson,the dem,14657,17375
mississippi,jackson,trump,33629,36295
mississippi,jasper,other,69,93
mississippi,jasper,the dem,4368,4341
mississippi,jasper,trump,4038,4302
mississippi,jefferson,other,33,50
mississippi,jefferson,the dem,3337,3327
mississippi,jefferson,trump,490,531
mississippi,jefferson davis,other,51,80
mississippi,jefferson davis,the dem,3720,3599
mississippi,jefferson davis,trump,2466,2534
mississippi,jones,other,428,348
mississippi,jones,the dem,7791,8517
mississippi,jones,trump,20133,21226
mississippi,kemper,other,34,57
mississippi,kemper,the dem,2827,2887
mississippi,kemper,trump,1778,1787
mississippi,lafayette,other,802,404
mississippi,lafayette,the dem,7969,10070
mississippi,lafayette,trump,10872,12949
mississippi,lamar,other,651,441
mississippi,lamar,the dem,5190,7340
mississippi,lamar,trump,18751,20704
mississippi,lauderdale,other,496,320
mississippi,lauderdale,the dem,11269,12960
mississippi,lauderdale,trump,17741,17967
mississippi,lawrence,other,78,68
mississippi,lawrence,the dem,2195,2260
mississippi,lawrence,trump,4091,4285
mississippi,leake,other,83,75
mississippi,leake,the dem,3584,3897
mississippi,leake,trump,4782,5228
mississippi,lee,other,673,558
mississippi,lee,the dem,10029,12189
mississippi,lee,trump,22220,24207
mississippi,leflore,other,141,116
mississippi,leflore,the dem,7787,7648
mississippi,leflore,trump,3212,3129
mississippi,lincoln,other,185,165
mississippi,lincoln,the dem,4458,5040
mississippi,lincoln,trump,10550,11596
mississippi,lowndes,other,485,354
mississippi,lowndes,the dem,11819,13087
mississippi,lowndes,trump,13271,13800
mississippi,madison,other,1194,681
mississippi,madison,the dem,20343,24440
mississippi,madison,trump,28265,31091
mississippi,marion,other,180,117
mississippi,marion,the dem,3677,3787
mississippi,marion,trump,7836,8273
mississippi,marshall,other,229,194
mississippi,marshall,the dem,8023,8057
mississippi,marshall,trump,6587,7566
mississippi,monroe,other,193,208
mississippi,monroe,the dem,5524,5874
mississippi,monroe,trump,10167,11177
mississippi,montgomery,other,63,37
mississippi,montgomery,the dem,2115,2121
mississippi,montgomery,trump,2818,2917
mississippi,neshoba,other,159,123
mississippi,neshoba,the dem,2715,3260
mississippi,neshoba,trump,7679,8320
mississippi,newton,other,134,111
mississippi,newton,the dem,2756,3075
mississippi,newton,trump,6548,6997
mississippi,noxubee,other,27,59
mississippi,noxubee,the dem,4347,4040
mississippi,noxubee,trump,1200,1240
mississippi,oktibbeha,other,689,454
mississippi,oktibbeha,the dem,8859,10299
mississippi,oktibbeha,trump,8576,9004
mississippi,panola,other,184,164
mississippi,panola,the dem,7431,7403
mississippi,panola,trump,7449,8060
mississippi,pearl river,other,497,290
mississippi,pearl river,the dem,3604,4148
mississippi,pearl river,trump,17782,19595
mississippi,perry,other,77,54
mississippi,perry,the dem,1220,1362
mississippi,perry,trump,4135,4500
mississippi,pike,other,258,217
mississippi,pike,the dem,8043,8646
mississippi,pike,trump,8009,8479
mississippi,pontotoc,other,262,197
